step,ARH_Accuracy,Baseline_Accuracy,ARH_Dissonance,ARH_Nodes
4924,100.0,73.0,4.899448903395954e-32,9
4925,100.0,73.0,4.654476458226156e-32,9
4926,100.0,73.0,4.4217526353148477e-32,9
4927,100.0,73.0,4.200665003549105e-32,9
4928,100.0,73.0,3.9906317533716494e-32,9
4929,100.0,72.5,3.791100165703067e-32,9
4930,100.0,72.5,3.6015451574179133e-32,9
4931,100.0,73.0,3.4214678995470174e-32,9
4932,100.0,73.0,3.2503945045696666e-32,9
4933,100.0,73.0,3.0878747793411833e-32,9
4934,100.0,73.0,2.933481040374124e-32,9
4935,100.0,73.0,2.786806988355417e-32,9
4936,100.0,73.0,2.647466638937646e-32,9
4937,100.0,73.0,2.5150933069907634e-32,9
4938,100.0,72.5,2.389338641641225e-32,9
4939,100.0,72.5,2.2698717095591638e-32,9
4940,100.0,72.0,2.1563781240812055e-32,9
4941,100.0,72.0,2.0485592178771452e-32,9
4942,100.0,72.0,1.9461312569832877e-32,9
4943,100.0,72.0,1.8488246941341232e-32,9
4944,100.0,71.5,1.7563834594274168e-32,9
4945,100.0,71.0,1.668564286456046e-32,9
4946,100.0,71.5,1.5851360721332435e-32,9
4947,100.0,71.5,1.5058792685265812e-32,9
4948,100.0,71.5,1.430585305100252e-32,9
4949,100.0,71.5,1.3590560398452392e-32,9
4950,100.0,71.5,1.2911032378529772e-32,9
4951,100.0,71.5,1.2265480759603282e-32,9
4952,100.0,71.5,1.1652206721623118e-32,9
4953,100.0,71.5,1.1069596385541962e-32,9
4954,100.0,72.0,1.0516116566264863e-32,9
4955,100.0,72.0,9.990310737951619e-33,9
4956,100.0,72.0,9.490795201054038e-33,9
4957,100.0,71.5,9.016255441001336e-33,9
4958,100.0,71.5,8.565442668951269e-33,9
4959,100.0,71.0,8.137170535503704e-33,9
4960,100.0,71.5,7.730312008728519e-33,9
4961,100.0,71.5,7.343796408292093e-33,9
4962,100.0,72.0,6.976606587877488e-33,9
4963,100.0,72.0,6.627776258483613e-33,9
4964,100.0,72.5,6.296387445559433e-33,9
4965,100.0,72.0,5.9815680732814606e-33,9
4966,100.0,71.5,5.682489669617387e-33,9
4967,100.0,71.5,5.3983651861365176e-33,9
4968,100.0,71.5,5.128446926829691e-33,9
4969,100.0,71.0,4.8720245804882064e-33,9
4970,100.0,71.5,4.628423351463796e-33,9
4971,100.0,72.0,4.397002183890606e-33,9
4972,100.0,72.0,4.177152074696076e-33,9
4973,100.0,72.0,3.968294470961272e-33,9
4974,100.0,72.0,3.769879747413208e-33,9
4975,100.0,72.0,3.581385760042547e-33,9
4976,100.0,72.0,3.40231647204042e-33,9
4977,100.0,72.0,3.232200648438399e-33,9
4978,100.0,72.0,3.0705906160164787e-33,9
4979,100.0,72.0,2.9170610852156548e-33,9
4980,100.0,72.0,2.771208030954872e-33,9
4981,100.0,72.5,2.6326476294071282e-33,9
4982,100.0,72.0,2.5010152479367717e-33,9
4983,100.0,71.5,2.375964485539933e-33,9
4984,100.0,71.5,2.2571662612629363e-33,9
4985,100.0,71.5,2.1443079481997893e-33,9
4986,100.0,71.5,2.0370925507898e-33,9
4987,100.0,71.5,1.9352379232503098e-33,9
4988,100.0,71.5,1.838476027087794e-33,9
4989,100.0,72.0,1.7465522257334042e-33,9
4990,100.0,72.0,1.6592246144467338e-33,9
4991,100.0,72.5,1.576263383724397e-33,9
4992,100.0,72.5,1.497450214538177e-33,9
4993,100.0,73.0,1.422577703811268e-33,9
4994,100.0,73.5,1.3514488186207046e-33,9
4995,100.0,73.5,1.2838763776896694e-33,9
4996,100.0,73.5,1.219682558805186e-33,9
4997,100.0,73.5,1.1586984308649266e-33,9
4998,100.0,74.0,1.1007635093216802e-33,9
4999,100.0,74.0,1.045725333855596e-33,9
5000,100.0,73.5,0.5,9
5001,99.5,73.0,0.975,9
5002,99.0,73.0,1.42625,9
5003,99.0,72.5,1.8549375,9
5004,98.5,72.0,2.2621906249999997,9
5005,98.0,71.5,2.6490810937499996,9
5006,97.5,71.5,3.0166270390624996,9
5007,97.0,71.0,3.3657956871093746,9
5008,96.5,70.5,3.697505902753906,9
5009,96.0,70.5,4.01263060761621,9
5010,96.0,70.5,4.3119990772353995,9
5011,95.5,70.5,4.596399123373629,9
5012,95.0,70.5,4.866579167204947,9
5013,95.0,70.0,0.0,9
5014,95.0,69.5,0.0,13
5015,95.0,69.0,0.0,13
5016,95.0,68.5,0.0,13
5017,95.0,69.0,0.5,13
5018,95.0,68.5,0.475,13
5019,95.0,68.5,0.45125,13
5020,95.0,68.0,0.42868749999999994,13
5021,95.0,67.5,0.40725312499999994,13
5022,95.0,67.0,0.38689046874999994,13
5023,95.0,67.0,0.8675459453124998,13
5024,95.0,67.0,1.3241686480468748,13
5025,95.0,67.0,1.257960215644531,13
5026,95.0,66.5,1.1950622048623045,13
5027,95.0,66.5,1.6353090946191893,13
5028,95.0,66.0,1.5535436398882296,13
5029,95.0,66.5,1.975866457893818,13
5030,95.0,67.0,2.377073134999127,13
5031,95.0,66.5,2.258219478249171,13
5032,95.0,66.0,2.1453085043367124,13
5033,95.0,65.5,2.0380430791198765,13
5034,95.0,65.0,1.9361409251638826,13
5035,95.0,64.5,1.8393338789056883,13
5036,95.0,64.0,1.7473671849604038,13
5037,95.0,63.5,1.6599988257123834,13
5038,95.0,63.0,1.5769988844267642,13
5039,95.0,63.0,1.498148940205426,13
5040,95.0,63.0,1.4232414931951547,13
5041,95.0,63.0,1.3520794185353968,13
5042,95.0,62.5,1.2844754476086269,13
5043,95.0,62.0,1.2202516752281956,13
5044,95.0,61.5,1.1592390914667858,13
5045,95.0,61.0,1.1012771368934464,13
5046,95.0,61.0,1.046213280048774,13
5047,95.0,60.5,0.9939026160463352,13
5048,95.0,60.0,0.9442074852440184,13
5049,95.0,60.5,1.3969971109818173,13
5050,95.0,60.0,1.3271472554327264,13
5051,95.0,59.5,1.26078989266109,13
5052,95.0,59.0,1.1977503980280355,13
5053,95.0,59.0,1.6378628781266338,13
5054,95.0,59.5,2.055969734220302,13
5055,95.0,59.0,1.9531712475092868,13
5056,95.0,58.5,1.8555126851338224,13
5057,95.0,59.0,2.2627370508771314,13
5058,95.0,58.5,2.1496001983332746,13
5059,95.0,57.99999999999999,2.042120188416611,13
5060,95.0,57.49999999999999,1.9400141789957803,13
5061,95.0,56.99999999999999,1.8430134700459913,13
5062,95.0,56.99999999999999,1.7508627965436916,13
5063,95.0,56.49999999999999,1.663319656716507,13
5064,95.0,56.49999999999999,1.5801536738806816,13
5065,95.0,56.49999999999999,2.0011459901866475,13
5066,95.0,56.49999999999999,2.401088690677315,13
5067,95.0,56.00000000000001,2.281034256143449,13
5068,95.0,55.50000000000001,2.1669825433362764,13
5069,95.0,55.00000000000001,2.0586334161694624,13
5070,95.0,54.50000000000001,1.955701745360989,13
5071,95.0,54.0,1.8579166580929396,13
5072,95.0,53.5,1.7650208251882926,13
5073,95.0,53.5,1.676769783928878,13
5074,95.0,53.0,1.592931294732434,13
5075,95.0,52.5,1.5132847299958123,13
5076,95.0,52.5,1.4376204934960217,13
5077,95.0,52.0,1.3657394688212205,13
5078,95.0,51.5,1.2974524953801594,13
5079,95.0,51.0,1.2325798706111513,13
5080,95.0,50.5,1.1709508770805936,13
5081,95.0,51.0,1.612403333226564,13
5082,95.0,51.0,2.0317831665652357,13
5083,95.0,50.5,1.9301940082369737,13
5084,95.0,50.0,1.833684307825125,13
5085,95.0,49.5,1.7420000924338688,13
5086,95.0,49.5,1.6549000878121753,13
5087,95.0,49.0,1.5721550834215665,13
5088,95.0,48.5,1.4935473292504882,13
5089,95.0,48.5,1.9188699627879637,13
5090,95.0,48.0,1.8229264646485654,13
5091,95.0,48.5,2.231780141416137,13
5092,95.0,48.0,2.12019113434533,13
5093,95.0,47.5,2.0141815776280634,13
5094,95.0,47.5,1.91347249874666,13
5095,95.0,47.5,1.817798873809327,13
5096,95.0,47.0,1.7269089301188605,13
5097,95.0,47.0,1.6405634836129175,13
5098,94.5,47.0,2.058535309432272,13
5099,94.5,47.0,1.955608543960658,13
5100,94.5,46.5,1.8578281167626252,13
5101,94.5,46.0,1.7649367109244938,13
5102,94.5,45.5,1.676689875378269,13
5103,94.5,45.0,1.5928553816093556,13
5104,94.5,45.0,2.013212612528888,13
5105,94.5,44.5,1.9125519819024432,13
5106,94.5,44.0,1.816924382807321,13
5107,94.5,43.5,1.7260781636669549,13
5108,94.5,43.5,1.639774255483607,13
5109,94.5,44.0,2.0577855427094267,13
5110,94.5,43.5,1.9548962655739552,13
5111,94.5,43.0,1.8571514522952575,13
5112,94.5,42.5,1.7642938796804946,13
5113,94.5,42.0,1.6760791856964699,13
5114,94.5,42.0,1.5922752264116462,13
5115,94.5,42.0,1.512661465091064,13
5116,94.5,41.5,1.4370283918365105,13
5117,94.5,42.0,1.865176972244685,13
5118,94.5,41.5,1.7719181236324506,13
5119,94.5,41.5,1.683322217450828,13
5120,94.5,41.5,2.0991561065782864,13
5121,94.5,42.0,2.494198301249372,13
5122,94.5,41.5,2.3694883861869034,13
5123,94.5,41.0,2.251013966877558,13
5124,94.5,40.5,2.13846326853368,13
5125,94.5,40.0,2.0315401051069957,13
5126,94.5,40.0,1.9299630998516457,13
5127,94.5,39.5,1.8334649448590634,13
5128,94.5,39.5,2.24179169761611,13
5129,94.5,39.5,2.129702112735304,13
5130,94.5,39.0,2.023217007098539,13
5131,94.5,39.0,2.422056156743612,13
5132,94.0,39.0,2.800953348906431,13
5133,94.0,38.5,2.6609056814611094,13
5134,94.0,38.0,2.527860397388054,13
5135,94.0,38.0,2.9014673775186512,13
5136,94.0,37.5,2.7563940086427188,13
5137,94.0,37.5,3.1185743082105826,13
5138,94.0,37.5,2.9626455928000532,13
5139,94.0,37.0,2.8145133131600506,13
5140,94.0,37.0,2.673787647502048,13
5141,94.0,36.5,2.5400982651269453,13
5142,94.0,36.5,2.413093351870598,13
5143,94.0,36.0,2.292438684277068,13
5144,94.0,36.0,2.1778167500632146,13
5145,94.0,36.0,2.068925912560054,13
5146,94.0,35.5,1.965479616932051,13
5147,94.0,35.0,1.8672056360854483,13
5148,94.0,34.5,1.7738453542811758,13
5149,94.0,34.0,1.685153086567117,13
5150,94.0,33.5,1.600895432238761,13
5151,94.0,33.5,2.020850660626823,13
5152,94.0,33.0,1.9198081275954817,13
5153,94.0,32.5,1.8238177212157076,13
5154,94.0,32.0,1.732626835154922,13
5155,94.0,32.0,2.1459954933971757,13
5156,94.0,31.5,2.038695718727317,13
5157,94.0,31.5,1.936760932790951,13
5158,94.0,31.0,1.8399228861514034,13
5159,94.0,31.0,1.7479267418438331,13
5160,94.0,31.0,2.1605304047516416,13
5161,94.0,30.5,2.0525038845140595,13
5162,94.0,30.0,1.9498786902883565,13
5163,94.0,29.5,1.8523847557739386,13
5164,94.0,29.5,2.2597655179852416,13
5165,94.0,30.0,2.6467772420859794,13
5166,94.0,30.0,2.5144383799816805,13
5167,94.0,30.0,2.388716460982596,13
5168,94.0,30.0,2.7692806379334662,13
5169,94.0,30.0,2.630816606036793,13
5170,94.0,29.5,2.499275775734953,13
5171,94.0,29.5,2.8743119869482054,13
5172,94.0,28.999999999999996,2.7305963876007953,13
5173,94.0,28.499999999999996,2.5940665682207555,13
5174,94.0,28.000000000000004,2.4643632398097175,13
5175,94.0,27.500000000000004,2.3411450778192315,13
5176,94.0,27.0,2.22408782392827,13
5177,94.0,26.5,2.112883432731856,13
5178,94.0,27.0,2.5072392610952634,13
5179,94.0,26.5,2.3818772980405,13
5180,94.0,26.0,2.262783433138475,13
5181,94.0,25.5,2.1496442614815514,13
5182,94.0,25.5,2.042162048407474,13
5183,94.0,25.5,1.9400539459871,13
5184,94.0,25.0,1.8430512486877448,13
5185,94.0,25.0,2.2508986862533575,13
5186,94.0,24.5,2.1383537519406897,13
5187,94.0,24.0,2.031436064343655,13
5188,94.0,23.5,1.9298642611264722,13
5189,94.0,23.5,2.3333710480701484,13
5190,94.0,23.5,2.716702495666641,13
5191,94.0,23.0,2.5808673708833085,13
5192,94.0,22.5,2.451824002339143,13
5193,94.0,22.0,2.3292328022221858,13
5194,94.0,22.0,2.712771162111076,13
5195,94.0,21.5,2.5771326040055222,13
5196,94.0,21.0,2.448275973805246,13
5197,94.0,20.5,2.3258621751149837,13
5198,94.0,20.0,2.2095690663592342,13
5199,94.0,19.5,2.0990906130412723,13
5200,94.0,19.5,1.9941360823892087,13
5201,94.5,20.0,2.3944292782697483,13
5202,95.0,20.0,2.274707814356261,13
5203,95.0,20.0,2.1609724236384475,13
5204,95.5,20.0,2.052923802456525,13
5205,96.0,20.0,1.9502776123336987,13
5206,96.5,20.5,2.3527637317170136,13
5207,97.0,20.5,2.235125545131163,13
5208,97.5,21.0,2.6233692678746046,13
5209,98.0,21.0,2.4922008044808743,13
5210,98.0,21.0,2.3675907642568306,13
5211,98.5,21.0,2.249211226043989,13
5212,99.0,21.0,2.1367506647417898,13
5213,99.0,21.0,2.0299131315047,13
5214,99.0,21.0,1.928417474929465,13
5215,99.0,21.0,1.8319966011829916,13
5216,99.0,21.0,1.740396771123842,13
5217,99.0,20.5,1.6533769325676497,13
5218,99.0,20.5,1.5707080859392673,13
5219,99.0,20.5,1.4921726816423038,13
5220,99.0,20.5,1.4175640475601885,13
5221,99.0,20.5,1.346685845182179,13
5222,99.0,21.0,1.7793515529230701,13
5223,99.0,20.5,1.6903839752769165,13
5224,99.0,20.5,2.1058647765130707,13
5225,99.0,20.5,2.000571537687417,13
5226,99.0,20.5,1.9005429608030462,13
5227,99.0,20.0,1.8055158127628939,13
5228,99.0,20.0,1.715240022124749,13
5229,99.0,19.5,1.6294780210185116,13
5230,99.0,19.5,2.048004119967586,13
5231,99.0,19.5,1.9456039139692065,13
5232,99.0,19.5,1.8483237182707462,13
5233,99.0,20.0,2.2559075323572086,13
5234,99.0,20.5,2.643112155739348,13
5235,99.0,20.5,2.5109565479523805,13
5236,99.0,20.5,2.3854087205547616,13
5237,99.0,21.0,2.7661382845270235,13
5238,99.0,21.0,2.6278313703006724,13
5239,99.0,21.0,2.496439801785639,13
5240,99.0,21.0,2.371617811696357,13
5241,99.0,21.0,2.253036921111539,13
5242,99.0,21.0,2.1403850750559617,13
5243,99.0,21.0,2.0333658213031636,13
5244,99.0,21.5,2.4316975302380053,13
5245,99.0,21.5,2.310112653726105,13
5246,99.0,21.5,2.1946070210397997,13
5247,99.0,21.5,2.0848766699878096,13
5248,99.0,22.0,2.480632836488419,13
5249,99.0,22.0,2.8566011946639978,13
5250,99.0,22.0,2.7137711349307976,13
5251,99.0,22.0,2.5780825781842576,13
5252,99.0,22.0,2.4491784492750446,13
5253,99.0,21.5,2.326719526811292,13
5254,99.0,21.5,2.7103835504707274,13
5255,99.0,21.5,2.5748643729471907,13
5256,99.0,21.5,2.446121154299831,13
5257,99.0,21.0,2.3238150965848394,13
5258,99.0,21.0,2.207624341755597,13
5259,99.0,21.0,2.097243124667817,13
5260,99.0,21.0,1.9923809684344262,13
5261,99.0,21.5,2.392761920012705,13
5262,99.0,21.5,2.2731238240120697,13
5263,99.0,21.5,2.159467632811466,13
5264,99.0,21.5,2.051494251170893,13
5265,99.0,21.0,1.9489195386123481,13
5266,99.0,20.5,1.8514735616817306,13
5267,99.0,20.5,1.758899883597644,13
5268,99.0,20.5,1.6709548894177617,13
5269,99.0,20.5,1.5874071449468736,13
5270,99.0,20.5,1.50803678769953,13
5271,99.0,21.0,1.9326349483145535,13
5272,99.0,21.0,1.8360032008988258,13
5273,99.0,21.0,1.7442030408538844,13
5274,99.0,21.0,1.6569928888111902,13
5275,99.0,21.0,1.5741432443706307,13
5276,99.0,21.0,1.495436082152099,13
5277,99.0,21.0,1.420664278044494,13
5278,99.0,21.5,1.8496310641422693,13
5279,99.0,21.5,1.7571495109351558,13
5280,99.0,21.5,1.669292035388398,13
5281,99.0,21.0,1.585827433618978,13
5282,99.0,20.5,1.506536061938029,13
5283,99.0,20.5,1.4312092588411276,13
5284,99.0,21.0,1.859648795899071,13
5285,99.0,21.0,1.7666663561041174,13
5286,99.0,21.0,1.6783330382989115,13
5287,99.0,21.0,1.5944163863839658,13
5288,99.0,21.0,1.5146955670647675,13
5289,99.0,20.5,1.438960788711529,13
5290,99.0,21.0,1.8670127492759525,13
5291,99.0,20.5,1.7736621118121547,13
5292,99.0,20.5,1.6849790062215468,13
5293,99.0,21.0,2.1007300559104696,13
5294,99.0,21.0,1.995693553114946,13
5295,99.0,21.5,2.395908875459199,13
5296,99.0,21.5,2.276113431686239,13
5297,99.0,21.5,2.162307760101927,13
5298,99.5,21.0,2.0541923720968307,13
5299,99.5,21.0,1.951482753491989,13
5300,99.5,21.0,1.8539086158173894,13
5301,99.5,21.0,1.7612131850265198,13
5302,99.5,21.0,1.6731525257751938,13
5303,99.5,21.0,1.589494899486434,13
5304,99.5,21.0,2.0100201545121124,13
5305,99.5,21.0,1.9095191467865067,13
5306,99.5,21.0,1.8140431894471813,13
5307,99.5,21.5,2.223341029974822,13
5308,99.5,22.0,2.612173978476081,13
5309,99.5,22.0,2.9815652795522767,13
5310,99.5,22.0,2.832487015574663,13
5311,99.5,22.0,2.6908626647959295,13
5312,99.5,22.0,2.556319531556133,13
5313,99.5,22.0,2.4285035549783265,13
5314,99.5,22.5,2.80707837722941,13
5315,99.5,23.0,3.1667244583679395,13
5316,99.5,23.0,3.008388235449542,13
5317,99.5,22.5,2.857968823677065,13
5318,99.5,23.0,3.2150703824932116,13
5319,99.5,23.0,3.054316863368551,13
5320,99.5,22.5,2.9016010202001232,13
5321,99.5,22.5,3.256520969190117,13
5322,99.5,22.5,3.093694920730611,13
5323,99.5,23.0,3.43901017469408,13
5324,99.5,23.0,3.2670596659593762,13
5325,99.5,23.0,3.1037066826614073,13
5326,99.5,23.0,2.948521348528337,13
5327,99.5,23.0,2.8010952811019196,13
5328,99.5,22.5,2.6610405170468234,13
5329,99.5,22.5,2.527988491194482,13
5330,99.5,22.5,2.4015890666347577,13
5331,99.5,22.0,2.2815096133030197,13
5332,100.0,22.0,2.6674341326378688,13
5333,100.0,22.0,2.5340624260059754,13
5334,100.0,22.0,2.4073593047056767,13
5335,100.0,22.0,2.7869913394703927,13
5336,100.0,22.5,3.147641772496873,13
5337,100.0,22.0,2.9902596838720292,13
5338,100.0,22.0,2.840746699678428,13
5339,100.0,22.0,2.698709364694506,13
5340,100.0,22.5,3.063773896459781,13
5341,100.0,22.5,2.910585201636792,13
5342,100.0,22.5,2.765055941554952,13
5343,100.0,22.5,2.626803144477204,13
5344,100.0,22.5,2.495462987253344,13
5345,100.0,22.5,2.3706898378906764,13
5346,100.0,23.0,2.7521553459961425,13
5347,100.0,23.0,2.6145475786963353,13
5348,100.0,23.0,2.4838201997615186,13
5349,100.0,23.0,2.3596291897734427,13
5350,100.0,23.0,2.2416477302847704,13
5351,100.0,22.5,2.129565343770532,13
5352,100.0,23.0,2.5230870765820055,13
5353,100.0,23.5,2.896932722752905,13
5354,100.0,23.5,2.7520860866152597,13
5355,100.0,23.0,2.6144817822844963,13
5356,100.0,23.0,2.4837576931702716,13
5357,100.0,23.5,2.859569808511758,13
5358,100.0,23.5,2.71659131808617,13
5359,100.0,23.5,2.5807617521818615,13
5360,100.0,23.5,2.9517236645727682,13
5361,100.0,24.0,3.3041374813441298,13
5362,100.0,24.5,3.638930607276923,13
5363,100.0,24.5,3.456984076913077,13
5364,100.0,24.0,3.284134873067423,13
5365,100.0,23.5,3.1199281294140517,13
5366,100.0,23.5,2.963931722943349,13
5367,100.0,23.5,2.815735136796181,13
5368,100.0,23.0,2.674948379956372,13
5369,100.0,23.0,2.541200960958553,13
5370,100.0,23.0,2.4141409129106255,13
5371,100.0,22.5,2.2934338672650942,13
5372,100.0,23.0,2.6787621739018395,13
5373,100.0,23.0,2.5448240652067473,13
5374,100.0,23.0,2.4175828619464097,13
5375,100.0,23.5,2.796703718849089,13
5376,100.0,23.5,2.6568685329066346,13
5377,100.0,23.5,2.524025106261303,13
5378,100.0,23.0,2.3978238509482375,13
5379,100.0,23.5,2.7779326584008257,13
5380,100.0,23.5,2.639036025480784,13
5381,100.0,23.5,2.5070842242067446,13
5382,100.0,23.5,2.381730012996407,13
5383,100.0,24.0,2.7626435123465867,13
5384,100.0,24.0,2.6245113367292574,13
5385,100.0,23.5,2.4932857698927946,13
5386,100.0,23.5,2.3686214813981548,13
5387,100.0,23.5,2.250190407328247,13
5388,100.0,23.5,2.1376808869618347,13
5389,100.0,23.0,2.030796842613743,13
5390,100.0,23.0,2.4292570004830556,13
5391,100.0,23.0,2.3077941504589026,13
5392,100.0,23.0,2.1924044429359575,13
5393,100.0,23.0,2.0827842207891596,13
5394,100.0,23.0,2.4786450097497017,13
5395,100.0,23.5,2.8547127592622163,13
5396,100.0,23.5,2.7119771212991055,13
5397,100.0,23.5,2.5763782652341503,13
5398,100.0,23.5,2.447559351972443,13
5399,100.0,23.5,2.3251813843738205,13
5400,100.0,23.5,2.2089223151551294,13
5401,100.0,23.5,2.5984761993973726,13
5402,100.0,23.5,2.468552389427504,13
5403,100.0,23.5,2.3451247699561284,13
5404,100.0,23.5,2.2278685314583218,13
5405,100.0,23.5,2.1164751048854056,13
5406,100.0,23.0,2.0106513496411353,13
5407,100.0,23.0,1.9101187821590784,13
5408,100.0,22.5,1.8146128430511244,13
5409,100.0,22.5,1.7238822008985681,13
5410,100.0,23.0,2.13768809085364,13
5411,100.0,23.0,2.030803686310958,13
5412,100.0,23.0,1.92926350199541,13
5413,100.0,23.0,1.8328003268956394,13
5414,100.0,23.0,1.7411603105508573,13
5415,100.0,23.0,1.6541022950233144,13
5416,100.0,23.0,1.5713971802721487,13
5417,100.0,23.0,1.4928273212585412,13
5418,100.0,23.0,1.4181859551956142,13
5419,100.0,23.0,1.3472766574358335,13
5420,100.0,23.0,1.2799128245640417,13
5421,100.0,23.5,1.7159171833358395,13
5422,100.0,23.5,2.1301213241690475,13
5423,100.0,23.5,2.023615257960595,13
5424,100.0,23.0,1.9224344950625651,13
5425,100.0,23.5,2.326312770309437,13
5426,100.0,23.5,2.209997131793965,13
5427,100.0,24.0,2.599497275204267,13
5428,100.0,24.0,2.4695224114440535,13
5429,100.0,24.0,2.346046290871851,13
5430,100.0,24.0,2.7287439763282584,13
5431,100.0,24.0,2.5923067775118454,13
5432,100.0,24.0,2.462691438636253,13
5433,100.0,23.5,2.33955686670444,13
5434,100.0,23.0,2.222579023369218,13
5435,100.0,23.0,2.111450072200757,13
5436,100.0,23.0,2.005877568590719,13
5437,100.0,23.0,2.405583690161183,13
5438,100.0,23.0,2.285304505653124,13
5439,100.0,23.0,2.1710392803704677,13
5440,100.0,23.0,2.062487316351944,13
5441,100.0,23.5,2.459362950534347,13
5442,100.0,23.5,2.3363948030076296,13
5443,100.0,24.0,2.719575062857248,13
5444,100.0,24.0,3.0835963097143857,13
5445,100.0,24.5,3.4294164942286662,13
5446,100.0,25.0,3.7579456695172326,13
5447,100.0,25.5,4.070048386041371,13
5448,100.0,25.0,3.8665459667393023,13
5449,100.0,25.0,4.1732186684023365,13
5450,100.0,25.0,3.9645577349822196,13
5451,100.0,25.0,3.7663298482331085,13
5452,100.0,25.5,4.078013355821453,13
5453,100.0,25.5,3.87411268803038,13
5454,100.0,25.0,3.6804070536288607,13
5455,100.0,25.0,3.4963867009474177,13
5456,100.0,25.0,3.3215673659000466,13
5457,100.0,25.5,3.655488997605044,13
5458,100.0,25.5,3.4727145477247916,13
5459,100.0,25.5,3.299078820338552,13
5460,100.0,25.5,3.1341248793216243,13
5461,100.0,25.5,3.477418635355543,13
5462,100.0,25.5,3.303547703587766,13
5463,100.0,25.5,3.1383703184083775,13
5464,100.0,26.0,3.4814518024879586,13
5465,100.0,26.5,3.8073792123635606,13
5466,100.0,26.5,3.6170102517453824,13
5467,100.0,26.5,3.436159739158113,13
5468,100.0,26.5,3.264351752200207,13
5469,100.0,26.5,3.1011341645901966,13
5470,100.0,26.5,2.946077456360687,13
5471,100.0,26.0,2.7987735835426526,13
5472,100.0,26.0,2.65883490436552,13
5473,100.0,26.0,2.5258931591472438,13
5474,100.0,26.0,2.3995985011898813,13
5475,100.0,26.0,2.279618576130387,13
5476,100.0,26.0,2.1656376473238677,13
5477,100.0,26.5,2.5573557649576744,13
5478,100.0,26.5,2.9294879767097903,13
5479,100.0,27.0,3.283013577874301,13
5480,100.0,27.500000000000004,3.6188628989805856,13
5481,100.0,27.500000000000004,3.4379197540315563,13
5482,100.0,27.500000000000004,3.2660237663299783,13
5483,100.0,28.000000000000004,3.6027225780134793,13
5484,100.0,27.500000000000004,3.422586449112805,13
5485,100.0,27.500000000000004,3.2514571266571646,13
5486,100.0,27.500000000000004,3.0888842703243062,13
5487,100.0,28.000000000000004,3.4344400568080906,13
5488,100.0,28.000000000000004,3.262718053967686,13
5489,100.0,28.000000000000004,3.0995821512693014,13
5490,100.0,28.000000000000004,3.444603043705836,13
5491,100.0,28.000000000000004,3.2723728915205443,13
5492,100.0,28.499999999999996,3.608754246944517,13
5493,100.0,28.499999999999996,3.928316534597291,13
5494,100.0,28.999999999999996,4.2319007078674264,13
5495,100.0,28.499999999999996,4.020305672474055,13
5496,100.0,28.999999999999996,4.3192903888503515,13
5497,100.0,28.999999999999996,4.103325869407834,13
5498,100.0,28.999999999999996,3.898159575937442,13
5499,100.0,29.5,4.20325159714057,13
5500,100.0,29.5,3.993089017283541,13
5501,100.0,30.0,4.293434566419364,13
5502,100.0,30.5,4.578762838098396,13
5503,100.0,30.5,4.349824696193476,13
5504,100.0,30.5,4.632333461383802,13
5505,100.0,31.0,4.900716788314612,13
5506,100.0,31.0,4.6556809488988815,13
5507,100.0,30.5,4.422896901453937,13
5508,100.0,30.5,4.70175205638124,13
5509,100.0,30.5,4.966664453562178,13
5510,100.0,31.0,0.0,13
5511,100.0,31.0,0.0,17
5512,100.0,31.0,0.0,17
5513,100.0,31.0,0.0,17
5514,100.0,30.5,0.0,17
5515,100.0,30.5,0.0,17
5516,100.0,31.0,0.0,17
5517,100.0,31.0,0.0,17
5518,100.0,31.0,0.0,17
5519,100.0,31.5,0.0,17
5520,100.0,32.0,0.0,17
5521,100.0,31.5,0.0,17
5522,100.0,31.5,0.0,17
5523,100.0,31.0,0.0,17
5524,100.0,31.0,0.0,17
5525,100.0,31.0,0.0,17
5526,100.0,31.0,0.0,17
5527,100.0,31.5,0.0,17
5528,100.0,32.0,0.0,17
5529,100.0,32.0,0.0,17
5530,100.0,32.0,0.0,17
5531,100.0,32.0,0.0,17
5532,100.0,31.5,0.0,17
5533,100.0,31.5,0.0,17
5534,100.0,31.5,0.0,17
5535,100.0,31.5,0.0,17
5536,100.0,31.5,0.0,17
5537,100.0,31.5,0.0,17
5538,100.0,32.0,0.0,17
5539,100.0,32.0,0.0,17
5540,100.0,31.5,0.0,17
5541,100.0,31.5,0.0,17
5542,100.0,31.5,0.0,17
5543,100.0,32.0,0.0,17
5544,100.0,32.0,0.0,17
5545,100.0,32.0,0.0,17
5546,100.0,31.5,0.0,17
5547,100.0,31.5,0.0,17
5548,100.0,32.0,0.0,17
5549,100.0,32.5,0.0,17
5550,100.0,32.5,0.0,17
5551,100.0,32.5,0.0,17
5552,100.0,32.5,0.0,17
5553,100.0,32.0,0.0,17
5554,100.0,32.0,0.0,17
5555,100.0,32.0,0.0,17
5556,100.0,32.0,0.0,17
5557,100.0,31.5,0.0,17
5558,100.0,32.0,0.0,17
5559,100.0,32.0,0.0,17
5560,100.0,32.0,0.0,17
5561,100.0,31.5,0.0,17
5562,100.0,31.0,0.0,17
5563,100.0,31.5,0.0,17
5564,100.0,31.5,0.0,17
5565,100.0,32.0,0.0,17
5566,100.0,32.0,0.0,17
