step,ARH_Accuracy,Baseline_Accuracy,ARH_Dissonance,ARH_Nodes
2715,78.5,49.0,3.525262502790073,5
2716,79.0,49.5,3.348999377650569,5
2717,79.0,50.0,3.6815494087680407,5
2718,79.0,50.0,3.4974719383296384,5
2719,79.0,50.0,3.3225983414131566,5
2720,79.0,50.0,3.1564684243424987,5
2721,79.5,50.0,2.9986450031253735,5
2722,79.5,50.5,2.8487127529691048,5
2723,79.0,50.5,3.2062771153206495,5
2724,79.0,50.5,3.045963259554617,5
2725,79.0,50.5,2.893665096576886,5
2726,79.0,50.5,2.7489818417480416,5
2727,78.5,50.5,3.1115327496606393,5
2728,79.0,51.0,2.9559561121776072,5
2729,79.0,51.0,2.8081583065687266,5
2730,79.0,51.5,2.6677503912402902,5
2731,79.0,51.5,2.5343628716782756,5
2732,79.0,51.5,2.4076447280943616,5
2733,79.0,51.5,2.2872624916896434,5
2734,78.5,52.0,2.672899367105161,5
2735,78.5,52.0,3.039254398749903,5
2736,78.0,51.5,3.387291678812408,5
2737,78.5,51.5,3.2179270948717873,5
2738,78.5,51.5,3.057030740128198,5
2739,78.5,51.5,3.404179203121788,5
2740,78.5,51.5,3.2339702429656985,5
2741,79.0,52.0,3.0722717308174134,5
2742,79.0,52.5,2.9186581442765425,5
2743,79.0,52.5,2.772725237062715,5
2744,79.0,53.0,3.134088975209579,5
2745,78.5,53.0,3.4773845264491,5
2746,78.5,53.0,3.303515300126645,5
2747,78.5,53.0,3.1383395351203123,5
2748,79.0,53.5,3.4814225583642964,5
2749,79.5,53.5,3.3073514304460816,5
2750,79.5,54.0,3.141983858923777,5
2751,80.0,54.50000000000001,2.9848846659775883,5
2752,80.5,55.00000000000001,2.8356404326787086,5
2753,80.5,55.50000000000001,2.693858411044773,5
2754,80.5,55.00000000000001,2.5591654904925343,5
2755,80.5,55.00000000000001,2.4312072159679072,5
2756,80.5,54.50000000000001,2.309646855169512,5
2757,80.0,54.50000000000001,2.694164512411036,5
2758,80.0,55.00000000000001,2.559456286790484,5
2759,80.0,55.00000000000001,2.9314834724509597,5
2760,79.5,55.00000000000001,3.2849092988284117,5
2761,79.5,54.50000000000001,3.120663833886991,5
2762,79.5,55.00000000000001,2.9646306421926414,5
2763,79.5,55.00000000000001,2.816399110083009,5
2764,79.5,54.50000000000001,2.6755791545788585,5
2765,79.5,54.50000000000001,2.5418001968499153,5
2766,80.0,55.00000000000001,2.4147101870074192,5
2767,80.5,55.00000000000001,2.293974677657048,5
2768,80.0,55.50000000000001,2.6792759437741958,5
2769,79.5,55.50000000000001,3.045312146585486,5
2770,79.5,55.50000000000001,3.3930465392562117,5
2771,80.0,56.00000000000001,3.223394212293401,5
2772,79.5,56.00000000000001,3.5622245016787306,5
2773,80.0,56.00000000000001,3.384113276594794,5
2774,80.0,56.49999999999999,3.214907612765054,5
2775,80.0,56.49999999999999,3.054162232126801,5
2776,80.0,56.00000000000001,2.901454120520461,5
2777,80.0,56.00000000000001,2.7563814144944376,5
2778,80.0,56.00000000000001,2.6185623437697156,5
2779,80.5,56.49999999999999,2.4876342265812297,5
2780,80.5,56.49999999999999,2.363252515252168,5
2781,80.5,56.49999999999999,2.2450898894895595,5
2782,80.5,56.99999999999999,2.1328353950150816,5
2783,80.5,56.99999999999999,2.0261936252643276,5
2784,80.5,56.99999999999999,2.4248839440011114,5
2785,80.5,56.99999999999999,2.3036397468010557,5
2786,80.5,57.49999999999999,2.1884577594610026,5
2787,80.5,57.99999999999999,2.0790348714879525,5
2788,81.0,57.99999999999999,1.9750831279135548,5
2789,81.5,58.5,1.876328971517877,5
2790,81.5,58.5,1.7825125229419831,5
2791,81.0,57.99999999999999,2.193386896794884,5
2792,80.5,57.49999999999999,2.58371755195514,5
2793,80.5,57.49999999999999,2.4545316743573826,5
2794,81.0,57.99999999999999,2.3318050906395134,5
2795,81.0,58.5,2.2152148361075374,5
2796,80.5,57.99999999999999,2.6044540943021603,5
2797,80.5,57.99999999999999,2.474231389587052,5
2798,80.5,57.99999999999999,2.3505198201076993,5
2799,80.5,57.99999999999999,2.2329938291023144,5
2800,80.5,58.5,2.1213441376471986,5
2801,80.5,58.5,2.0152769307648386,5
2802,80.0,57.99999999999999,2.4145130842265967,5
2803,79.5,57.99999999999999,2.793787430015267,5
2804,80.0,57.99999999999999,3.1540980585145033,5
2805,80.0,58.5,2.996393155588778,5
2806,79.5,57.99999999999999,3.3465734978093393,5
2807,79.5,57.99999999999999,3.1792448229188723,5
2808,79.5,58.5,3.0202825817729284,5
2809,79.5,59.0,2.869268452684282,5
2810,79.0,59.0,3.2258050300500676,5
2811,78.5,58.5,3.564514778547564,5
2812,78.5,57.99999999999999,3.386289039620186,5
2813,78.0,57.49999999999999,3.7169745876391764,5
2814,78.0,57.49999999999999,3.5311258582572176,5
2815,78.0,57.49999999999999,3.8545695653443564,5
2816,78.0,57.49999999999999,3.6618410870771383,5
2817,78.5,57.99999999999999,3.478749032723281,5
2818,78.5,57.49999999999999,3.304811581087117,5
2819,78.5,57.99999999999999,3.139571002032761,5
2820,78.5,57.99999999999999,2.982592451931123,5
2821,78.0,57.49999999999999,3.3334628293345667,5
2822,78.0,57.99999999999999,3.1667896878678383,5
2823,78.0,57.99999999999999,3.0084502034744465,5
2824,78.0,57.99999999999999,2.858027693300724,5
2825,78.0,58.5,2.7151263086356874,5
2826,78.0,58.5,2.579369993203903,5
2827,78.5,59.0,2.9504014935437075,5
2828,78.5,59.0,2.802881418866522,5
2829,78.0,59.0,3.162737347923196,5
2830,78.0,59.0,3.004600480527036,5
2831,78.0,58.5,2.8543704565006838,5
2832,78.0,58.5,3.2116519336756495,5
2833,78.0,58.5,3.051069336991867,5
2834,78.0,59.0,3.3985158701422735,5
2835,78.0,59.0,3.2285900766351596,5
2836,78.5,58.5,3.0671605728034015,5
2837,78.5,58.5,3.4138025441632314,5
2838,79.0,58.5,3.2431124169550696,5
2839,79.0,59.0,3.080956796107316,5
2840,78.5,58.5,3.42690895630195,5
2841,78.5,59.0,3.2555635084868526,5
2842,78.5,59.0,3.0927853330625097,5
2843,78.5,59.0,2.938146066409384,5
2844,78.5,59.0,2.7912387630889146,5
2845,79.0,59.5,2.651676824934469,5
2846,79.0,59.5,2.519092983687745,5
2847,79.0,59.5,2.393138334503358,5
2848,79.5,59.5,2.2734814177781897,5
2849,79.5,59.0,2.15980734688928,5
2850,79.5,58.5,2.051816979544816,5
2851,79.5,58.5,2.449226130567575,5
2852,79.5,59.0,2.326764824039196,5
2853,79.5,59.0,2.710426582837236,5
2854,79.5,59.5,2.574905253695374,5
2855,79.0,59.0,2.946159991010605,5
2856,79.5,59.5,2.7988519914600745,5
2857,79.5,59.5,3.1589093918870708,5
2858,79.5,60.0,3.500963922292717,5
2859,79.0,59.5,3.825915726178081,5
2860,79.0,59.5,3.6346199398691765,5
2861,79.0,59.5,3.4528889428757177,5
2862,79.0,60.0,3.2802444957319317,5
2863,79.0,60.0,3.1162322709453347,5
2864,78.5,59.5,3.460420657398068,5
2865,78.0,59.0,3.7873996245281645,5
2866,78.0,59.5,3.5980296433017562,5
2867,78.5,59.5,3.4181281611366683,5
2868,79.0,60.0,3.2472217530798346,5
2869,79.0,60.0,3.084860665425843,5
2870,78.5,60.0,3.4306176321545507,5
2871,78.5,59.5,3.759086750546823,5
2872,79.0,60.0,3.5711324130194817,5
2873,79.0,60.0,3.3925757923685076,5
2874,79.0,60.0,3.222947002750082,5
2875,79.0,60.5,3.061799652612578,5
2876,79.0,60.5,2.908709669981949,5
2877,79.0,60.5,2.7632741864828514,5
2878,78.5,60.5,3.125110477158709,5
2879,79.0,60.5,2.9688549533007733,5
2880,79.0,61.0,3.3204122056357344,5
2881,79.0,61.0,3.1543915953539474,5
2882,79.5,61.0,2.99667201558625,5
2883,79.5,61.5,3.3468384148069372,5
2884,79.0,61.5,3.67949649406659,5
2885,79.0,62.0,3.4955216693632605,5
2886,79.0,62.0,3.3207455858950974,5
2887,79.0,62.0,3.1547083066003423,5
2888,79.0,62.5,2.996972891270325,5
2889,79.0,62.5,2.8471242467068087,5
2890,78.5,62.5,3.2047680343714684,5
2891,78.5,62.5,3.044529632652895,5
2892,78.5,63.0,2.8923031510202497,5
2893,78.5,62.5,3.247687993469237,5
2894,78.0,62.0,3.585303593795775,5
2895,78.0,61.5,3.406038414105986,5
2896,77.5,61.5,3.7357364934006867,5
2897,77.5,61.5,3.548949668730652,5
2898,78.0,62.0,3.371502185294119,5
2899,78.0,62.5,3.202927076029413,5
2900,78.5,62.5,3.042780722227942,5
2901,78.0,62.5,3.3906416861165445,5
2902,77.5,62.0,3.721109601810717,5
2903,77.5,61.5,3.535054121720181,5
2904,78.0,62.0,3.358301415634172,5
2905,78.5,62.0,3.190386344852463,5
2906,78.5,61.5,3.03086702760984,5
2907,78.0,61.5,3.379323676229348,5
2908,77.5,62.0,3.2103574924178804,5
2909,77.5,61.5,3.5498396177969864,5
2910,77.5,61.0,3.872347636907137,5
2911,77.5,60.5,4.1787302550617795,5
2912,77.0,60.0,4.46979374230869,5
2913,77.0,60.0,4.246304055193256,5
2914,77.0,60.0,4.533988852433593,5
2915,77.0,60.0,4.807289409811913,5
2916,77.0,60.0,4.566924939321317,5
2917,77.5,60.0,4.3385786923552505,5
2918,77.5,60.0,4.1216497577374875,5
2919,77.5,59.5,3.9155672698506128,5
2920,77.5,60.0,3.719788906358082,5
2921,77.5,60.5,3.5337994610401777,5
2922,77.0,60.0,3.857109487988169,5
2923,77.5,60.5,3.6642540135887605,5
2924,77.5,60.5,3.4810413129093223,5
2925,77.5,60.5,3.3069892472638562,5
2926,77.5,60.0,3.141639784900663,5
2927,78.0,60.5,2.98455779565563,5
2928,77.5,60.0,3.3353299058728485,5
2929,77.5,60.0,3.168563410579206,5
2930,77.5,60.0,3.0101352400502455,5
2931,77.0,59.5,3.3596284780477332,5
2932,77.0,59.0,3.1916470541453466,5
2933,77.0,59.5,3.0320647014380793,5
2934,77.5,59.5,2.880461466366175,5
2935,78.0,60.0,3.236438393047866,5
2936,78.5,60.5,3.0746164733954724,5
2937,78.5,60.5,2.9208856497256988,5
2938,78.0,60.0,3.274841367239414,5
2939,77.5,60.0,3.611099298877443,5
2940,77.5,60.0,3.430544333933571,5
2941,77.0,59.5,3.7590171172368922,5
2942,76.5,59.0,4.071066261375048,5
2943,76.5,59.0,3.8675129483062953,5
2944,76.0,58.5,4.174137300890981,5
2945,76.5,58.5,3.9654304358464314,5
2946,76.5,58.5,3.7671589140541095,5
2947,76.5,57.99999999999999,3.5788009683514037,5
2948,76.5,57.49999999999999,3.3998609199338334,5
2949,76.5,57.49999999999999,3.229867873937142,5
2950,76.5,56.99999999999999,3.0683744802402844,5
2951,76.5,56.99999999999999,2.91495575622827,5
2952,76.5,56.99999999999999,2.7692079684168567,5
2953,76.5,56.99999999999999,2.630747569996014,5
2954,76.5,57.49999999999999,2.4992101914962133,5
2955,76.5,57.49999999999999,2.3742496819214023,5
2956,76.5,57.99999999999999,2.255537197825332,5
2957,77.0,57.99999999999999,2.642760337934065,5
2958,77.0,57.99999999999999,2.5106223210373617,5
2959,77.5,58.5,2.3850912049854935,5
2960,78.0,59.0,2.265836644736219,5
2961,77.5,59.0,2.652544812499408,5
2962,77.5,59.0,2.5199175718744375,5
2963,77.5,59.0,2.3939216932807157,5
2964,77.5,59.5,2.2742256086166797,5
2965,77.0,59.5,2.6605143281858457,5
2966,76.5,59.0,3.0274886117765534,5
2967,76.5,59.0,3.3761141811877255,5
2968,77.0,59.0,3.207308472128339,5
2969,77.0,58.5,3.5469430485219218,5
2970,77.0,59.0,3.3695958960958254,5
2971,76.5,58.5,3.701116101291034,5
2972,77.0,58.5,3.5160602962264824,5
2973,77.0,58.5,3.340257281415158,5
2974,77.0,58.5,3.1732444173444,5
2975,77.0,58.5,3.0145821964771797,5
2976,77.0,59.0,2.8638530866533207,5
2977,77.0,59.0,2.7206604323206545,5
2978,77.0,59.5,2.5846274107046217,5
2979,77.0,59.5,2.4553960401693904,5
2980,77.0,59.5,2.8326262381609206,5
2981,77.0,60.0,2.6909949262528743,5
2982,77.0,60.0,2.5564451799402304,5
2983,77.0,59.5,2.428622920943219,5
2984,77.0,59.5,2.807191774896058,5
2985,76.5,59.5,3.166832186151255,5
2986,76.5,59.5,3.5084905768436925,5
2987,76.5,59.0,3.3330660480015077,5
2988,76.5,59.5,3.1664127456014324,5
2989,76.0,59.0,3.5080921083213608,5
2990,76.0,59.0,3.8326875029052925,5
2991,76.5,59.5,3.6410531277600278,5
2992,77.0,60.0,3.4590004713720264,5
2993,76.5,59.5,3.786050447803425,5
2994,76.5,59.5,3.5967479254132537,5
2995,76.5,59.5,3.9169105291425907,5
2996,77.0,60.0,4.221065002685461,5
2997,77.0,60.0,4.010011752551188,5
2998,77.0,60.5,3.8095111649236286,5
2999,76.5,60.0,4.119035606677447,5
3000,76.0,59.5,4.413083826343575,5
3001,76.0,59.5,4.1924296350263965,5
3002,76.0,59.5,4.4828081532750765,5
3003,76.5,60.0,4.258667745611323,5
3004,76.5,59.5,4.045734358330757,5
3005,76.5,59.5,4.343447640414219,5
3006,77.0,60.0,4.126275258393508,5
3007,77.0,60.0,3.9199614954738324,5
3008,77.0,60.0,3.723963420700141,5
3009,76.5,59.5,4.037765249665133,5
3010,77.0,59.5,3.8358769871818765,5
3011,77.5,60.0,3.6440831378227827,5
3012,77.5,60.5,3.4618789809316435,5
3013,78.0,61.0,3.288785031885061,5
3014,78.0,61.0,3.124345780290808,5
3015,78.5,61.0,2.9681284912762673,5
3016,78.5,61.0,3.319722066712454,5
3017,78.5,61.0,3.653735963376831,5
3018,78.0,61.5,3.9710491652079893,5
3019,78.0,61.0,3.7724967069475897,5
3020,78.0,61.0,3.58387187160021,5
3021,78.5,61.5,3.9046782780201994,5
3022,78.5,61.5,3.7094443641191894,5
3023,78.5,61.5,3.5239721459132296,5
3024,78.5,61.0,3.347773538617568,5
3025,78.0,60.5,3.6803848616866897,5
3026,78.0,60.5,3.496365618602355,5
3027,77.5,60.0,3.821547337672237,5
3028,77.5,60.5,3.630469970788625,5
3029,77.5,60.5,3.948946472249194,5
3030,77.5,60.5,3.751499148636734,5
3031,77.5,60.5,3.563924191204897,5
3032,77.5,60.5,3.385727981644652,5
3033,77.0,60.0,3.7164415825624193,5
3034,76.5,60.0,4.030619503434298,5
3035,76.5,60.0,3.8290885282625835,5
3036,76.5,60.5,3.637634101849454,5
3037,77.0,61.0,3.455752396756981,5
3038,77.0,61.5,3.282964776919132,5
3039,77.0,61.0,3.118816538073175,5
3040,77.5,61.0,2.962875711169516,5
3041,77.5,61.0,2.8147319256110404,5
3042,77.0,60.5,3.1739953293304883,5
3043,77.0,60.5,3.015295562863964,5
3044,77.0,60.5,3.3645307847207655,5
3045,77.0,60.5,3.1963042454847272,5
3046,77.0,60.5,3.036489033210491,5
3047,77.0,60.0,2.8846645815499663,5
3048,77.0,60.5,2.7404313524724677,5
3049,77.0,60.5,2.603409784848844,5
3050,77.0,60.5,2.473239295606402,5
3051,77.0,60.5,2.8495773308260817,5
3052,77.0,60.5,2.7070984642847775,5
3053,77.0,60.5,2.5717435410705387,5
3054,77.0,60.5,2.4431563640170118,5
3055,77.5,61.0,2.320998545816161,5
3056,77.5,61.0,2.704948618525353,5
3057,77.5,61.0,2.5697011875990854,5
3058,77.5,61.0,2.441216128219131,5
3059,78.0,61.0,2.8191553218081746,5
3060,78.0,61.0,2.678197555717766,5
3061,78.0,61.0,2.5442876779318775,5
3062,77.5,60.5,2.9170732940352835,5
3063,77.0,60.0,3.2712196293335194,5
3064,77.0,60.0,3.607658647866843,5
3065,77.5,60.5,3.4272757154735007,5
3066,77.5,60.5,3.2559119296998253,5
3067,77.5,61.0,3.093116333214834,5
3068,77.5,60.5,2.9384605165540925,5
3069,77.5,60.0,3.291537490726388,5
3070,78.0,60.0,3.1269606161900683,5
3071,78.0,60.0,2.9706125853805645,5
3072,78.0,60.0,2.822081956111536,5
3073,78.0,60.0,2.680977858305959,5
3074,77.5,60.0,3.046928965390661,5
3075,77.5,60.0,2.894582517121128,5
3076,77.0,59.5,3.2498533912650713,5
3077,76.5,59.0,3.5873607217018177,5
3078,77.0,59.5,3.4079926856167266,5
3079,77.0,59.5,3.73759305133589,5
3080,76.5,59.5,4.050713398769096,5
3081,76.5,59.5,3.848177728830641,5
3082,76.5,59.5,3.655768842389109,5
3083,76.5,59.5,3.972980400269653,5
3084,77.0,59.5,3.77433138025617,5
3085,77.0,59.5,3.5856148112433615,5
3086,77.0,60.0,3.406334070681193,5
3087,77.0,60.0,3.2360173671471335,5
3088,77.0,60.0,3.074216498789777,5
3089,77.0,60.0,2.920505673850288,5
3090,77.5,60.5,2.7744803901577733,5
3091,77.5,60.5,2.6357563706498843,5
3092,77.5,60.5,2.50396855211739,5
3093,77.5,61.0,2.3787701245115205,5
3094,78.0,61.5,2.2598316182859444,5
3095,78.0,62.0,2.146840037371647,5
3096,78.0,61.5,2.5394980355030645,5
3097,78.0,61.5,2.412523133727911,5
3098,77.5,61.5,2.7918969770415156,5
3099,77.5,61.5,2.6523021281894397,5
3100,77.5,62.0,2.5196870217799674,5
3101,77.5,62.0,2.8937026706909688,5
3102,78.0,62.5,2.74901753715642,5
3103,78.0,63.0,2.6115666602985987,5
3104,77.5,62.5,2.9809883272836686,5
3105,77.5,63.0,2.8319389109194852,5
3106,77.5,63.0,2.690341965373511,5
3107,78.0,63.0,2.5558248671048354,5
3108,78.0,62.5,2.9280336237495934,5
3109,77.5,62.5,3.2816319425621137,5
3110,77.0,62.5,3.6175503454340077,5
3111,77.0,62.5,3.436672828162307,5
3112,77.5,62.5,3.2648391867541915,5
3113,77.5,63.0,3.1015972274164816,5
3114,78.0,63.0,2.9465173660456574,5
3115,78.5,63.5,2.7991914977433745,5
3116,78.5,63.5,2.659231922856206,5
3117,78.5,63.5,2.5262703267133952,5
3118,78.5,63.5,2.3999568103777253,5
3119,78.5,63.5,2.279958969858839,5
3120,78.5,63.0,2.6659610213658973,5
3121,78.5,62.5,3.0326629702976025,5
3122,79.0,63.0,2.881029821782722,5
3123,79.0,63.0,2.736978330693586,5
3124,79.0,63.0,2.6001294141589066,5
3125,78.5,62.5,2.9701229434509613,5
3126,78.0,62.5,3.321616796278413,5
3127,77.5,62.0,3.6555359564644925,5
3128,78.0,62.5,3.4727591586412676,5
3129,77.5,62.5,3.799121200709204,5
3130,77.5,62.5,3.6091651406737437,5
3131,78.0,63.0,3.4287068836400563,5
3132,78.0,63.5,3.757271539458053,5
3133,78.0,63.5,3.5694079624851502,5
3134,78.0,63.0,3.3909375643608928,5
3135,78.0,63.0,3.221390686142848,5
3136,77.5,62.5,3.5603211518357054,5
3137,77.5,62.5,3.38230509424392,5
3138,77.5,62.5,3.7131898395317235,5
3139,77.5,62.5,4.027530347555137,5
3140,77.0,62.0,4.326153830177381,5
3141,77.0,62.0,4.6098461386685115,5
3142,77.5,62.0,4.379353831735085,5
3143,77.5,62.0,4.660386140148331,5
3144,77.5,62.0,4.927366833140915,5
3145,77.5,61.5,4.6809984914838685,5
3146,77.5,61.5,4.446948566909675,5
3147,77.5,61.5,4.224601138564191,5
3148,77.5,62.0,4.013371081635981,5
3149,77.5,62.0,3.8127025275541815,5
3150,77.5,62.5,3.6220674011764724,5
3151,77.0,62.0,3.9409640311176486,5
3152,77.0,61.5,3.743915829561766,5
3153,77.0,61.5,3.5567200380836774,5
3154,77.0,61.5,3.3788840361794934,5
3155,77.0,61.5,3.2099398343705188,5
3156,77.0,61.5,3.0494428426519926,5
3157,77.0,61.5,2.8969707005193928,5
3158,77.0,61.0,2.752122165493423,5
3159,77.0,61.0,2.6145160572187516,5
3160,77.0,60.5,2.483790254357814,5
3161,77.5,61.0,2.359600741639923,5
3162,77.5,60.5,2.241620704557927,5
3163,77.0,60.0,2.6295396693300304,5
3164,77.0,60.0,2.4980626858635286,5
3165,77.0,59.5,2.8731595515703523,5
3166,77.5,60.0,2.7295015739918345,5
3167,77.0,60.0,3.093026495292243,5
3168,76.5,59.5,3.4383751705276304,5
3169,77.0,60.0,3.266456412001249,5
3170,76.5,60.0,3.6031335914011864,5
3171,77.0,60.5,3.422976911831127,5
3172,77.0,60.0,3.2518280662395704,5
3173,77.0,60.0,3.0892366629275916,5
3174,77.0,60.0,2.9347748297812117,5
3175,77.0,60.0,2.788036088292151,5
3176,77.0,60.0,2.648634283877543,5
3177,76.5,60.0,3.016202569683666,5
3178,76.5,59.5,2.865392441199482,5
3179,76.5,59.5,2.722122819139508,5
3180,76.0,59.5,3.0860166781825322,5
3181,76.0,59.5,3.4317158442734055,5
3182,76.0,59.5,3.260130052059735,5
3183,76.0,60.0,3.097123549456748,5
3184,75.5,60.5,3.4422673719839105,5
3185,76.0,60.5,3.270154003384715,5
3186,76.0,60.0,3.106646303215479,5
3187,76.0,60.0,2.951313988054705,5
3188,76.0,59.5,2.8037482886519696,5
3189,76.5,60.0,2.663560874219371,5
3190,76.5,60.5,2.5303828305084024,5
3191,76.0,60.0,2.903863688982982,5
3192,76.0,59.5,2.758670504533833,5
3193,76.5,60.0,2.620736979307141,5
3194,76.5,60.0,2.489700130341784,5
3195,76.5,60.0,2.3652151238246946,5
3196,76.5,60.0,2.24695436763346,5
3197,76.0,59.5,2.634606649251787,5
3198,75.5,59.0,3.002876316789197,5
3199,76.0,59.5,2.8527325009497373,5
3200,76.5,60.0,3.21009587590225,5
3201,76.0,59.5,3.5495910821071375,5
3202,76.5,60.0,3.3721115280017804,5
3203,76.5,60.0,3.203505951601691,5
3204,76.5,60.5,3.0433306540216063,5
3205,76.5,60.0,2.891164121320526,5
3206,76.5,59.5,2.7466059152544995,5
3207,76.5,59.5,3.1092756194917746,5
3208,76.0,59.0,3.453811838517186,5
3209,76.0,59.0,3.7811212465913266,5
3210,76.0,59.0,3.5920651842617604,5
3211,75.5,58.5,3.9124619250486723,5
3212,75.5,58.5,3.7168388287962384,5
3213,75.5,58.5,3.530996887356426,5
3214,75.5,58.5,3.3544470429886046,5
3215,75.5,58.5,3.186724690839174,5
3216,75.5,58.5,3.0273884562972153,5
3217,75.5,58.5,3.3760190334823545,5
3218,76.0,58.5,3.7072180818082368,5
3219,76.0,59.0,3.5218571777178247,5
3220,76.0,59.0,3.3457643188319333,5
3221,76.0,59.0,3.1784761028903366,5
3222,76.0,59.0,3.0195522977458196,5
3223,76.0,58.5,3.3685746828585286,5
3224,76.0,59.0,3.200145948715602,5
3225,76.0,59.0,3.540138651279822,5
3226,75.5,59.0,3.8631317187158305,5
3227,75.5,59.0,4.1699751327800385,5
3228,75.5,59.0,4.461476376141036,5
3229,76.0,59.5,4.238402557333984,5
3230,76.0,59.0,4.5264824294672845,5
3231,76.0,59.5,4.30015830799392,5
3232,76.0,59.5,4.085150392594223,5
3233,76.0,59.5,4.3808928729645125,5
3234,76.5,59.0,4.161848229316287,5
3235,76.5,58.5,3.9537558178504724,5
3236,76.5,58.5,3.7560680269579487,5
3237,76.5,58.5,3.568264625610051,5
3238,76.5,58.5,3.3898513943295483,5
3239,76.0,58.5,3.7203588246130708,5
3240,75.5,58.5,4.034340883382417,5
3241,75.5,58.5,3.832623839213296,5
3242,75.5,58.5,4.140992647252631,5
3243,75.5,57.99999999999999,3.933943014889999,5
3244,75.5,58.5,3.737245864145499,5
3245,75.5,58.5,3.550383570938224,5
3246,75.5,57.99999999999999,3.3728643923913126,5
3247,75.5,58.5,3.2042211727717467,5
3248,75.5,58.5,3.044010114133159,5
3249,75.5,58.5,2.891809608426501,5
3250,75.0,59.0,3.2472191280051756,5
3251,75.0,59.0,3.5848581716049166,5
3252,74.5,58.5,3.9056152630246705,5
3253,74.5,58.5,3.710334499873437,5
3254,74.0,57.99999999999999,4.024817774879764,5
3255,74.0,57.99999999999999,3.823576886135776,5
3256,74.0,57.49999999999999,4.132398041828987,5
3257,73.5,56.99999999999999,4.425778139737537,5
3258,73.5,56.99999999999999,4.20448923275066,5
3259,73.5,57.49999999999999,3.994264771113127,5
3260,73.5,57.49999999999999,3.7945515325574704,5
3261,73.0,56.99999999999999,4.1048239559295965,5
3262,73.0,56.99999999999999,4.399582758133116,5
3263,73.0,56.99999999999999,4.67960362022646,5
3264,73.5,57.49999999999999,4.445623439215137,5
3265,73.0,56.99999999999999,4.723342267254379,5
3266,73.0,56.49999999999999,4.48717515389166,5
3267,73.0,56.49999999999999,4.262816396197077,5
3268,72.5,56.49999999999999,4.549675576387223,5
3269,72.5,56.99999999999999,4.322191797567862,5
3270,72.5,56.99999999999999,4.106082207689468,5
3271,72.0,56.99999999999999,4.400778097304995,5
3272,72.0,56.99999999999999,4.180739192439745,5
3273,72.0,56.99999999999999,3.9717022328177576,5
3274,72.5,57.49999999999999,3.7731171211768695,5
3275,72.5,57.49999999999999,3.584461265118026,5
3276,73.0,57.99999999999999,3.4052382018621246,5
3277,73.5,58.5,3.2349762917690184,5
3278,73.5,58.5,3.073227477180567,5
3279,73.0,57.99999999999999,3.4195661033215385,5
3280,73.5,57.99999999999999,3.2485877981554614,5
3281,73.5,57.99999999999999,3.0861584082476883,5
3282,73.5,58.5,2.9318504878353036,5
3283,74.0,57.99999999999999,2.7852579634435384,5
3284,74.0,58.5,2.6459950652713613,5
3285,74.0,58.5,2.513695312007793,5
3286,74.0,58.5,2.3880105464074033,5
3287,74.0,58.5,2.268610019087033,5
3288,74.0,58.5,2.155179518132681,5
3289,74.0,58.5,2.047420542226047,5
3290,74.0,58.5,1.9450495151147444,5
3291,74.0,57.99999999999999,1.847797039359007,5
3292,74.0,57.49999999999999,1.7554071873910566,5
3293,73.5,56.99999999999999,2.1676368280215037,5
3294,73.5,56.99999999999999,2.0592549866204286,5
3295,73.5,56.99999999999999,1.9562922372894072,5
3296,74.0,57.49999999999999,1.8584776254249367,5
3297,73.5,56.99999999999999,2.2655537441536895,5
3298,73.5,56.49999999999999,2.652276056946005,5
3299,73.0,56.00000000000001,3.0196622540987046,5
3300,73.0,56.00000000000001,2.8686791413937693,5
3301,73.5,56.49999999999999,2.7252451843240806,5
3302,73.5,56.49999999999999,2.5889829251078766,5
3303,73.0,56.00000000000001,2.9595337788524825,5
3304,73.0,56.00000000000001,3.3115570899098583,5
3305,73.0,56.00000000000001,3.1459792354143654,5
3306,73.0,56.49999999999999,3.488680273643647,5
3307,73.0,56.99999999999999,3.314246259961464,5
3308,73.5,57.49999999999999,3.148533946963391,5
3309,74.0,57.99999999999999,2.9911072496152213,5
3310,74.5,58.5,2.84155188713446,5
3311,74.5,59.0,2.699474292777737,5
3312,74.0,59.0,3.06450057813885,5
3313,74.0,59.0,3.4112755492319073,5
3314,74.0,59.5,3.2407117717703118,5
3315,74.0,59.5,3.078676183181796,5
3316,74.0,59.0,2.9247423740227063,5
3317,74.0,59.0,2.778505255321571,5
3318,74.0,58.5,2.6395799925554924,5
3319,74.0,59.0,2.5076009929277174,5
3320,74.0,59.0,2.3822209432813315,5
3321,74.0,59.5,2.263109896117265,5
3322,74.0,59.5,2.1499544013114016,5
3323,73.5,59.0,2.5424566812458314,5
3324,73.5,59.0,2.4153338471835397,5
3325,73.5,59.0,2.7945671548243625,5
3326,74.0,59.5,2.654838797083144,5
3327,74.5,59.5,2.522096857228987,5
3328,74.5,59.5,2.3959920143675375,5
3329,75.0,59.5,2.2761924136491607,5
3330,75.0,59.5,2.1623827929667025,5
3331,75.0,59.0,2.054263653318367,5
3332,75.0,59.0,1.9515504706524487,5
3333,75.0,59.0,1.853972947119826,5
3334,75.0,59.5,2.2612742997638344,5
3335,75.0,59.5,2.1482105847756428,5
3336,75.5,60.0,2.0408000555368604,5
3337,75.5,60.0,1.9387600527600173,5
3338,76.0,60.5,1.8418220501220164,5
