length_km,classical_power_dBm,attenuation_db_per_km,wavelength_separation_nm,kappa_r,kappa_f,eta_xz,rho,burst_multiplier,shared_state,eta_d,tau_g,dark_count,afterpulse,n,d,t,trials,seed,p_x_low,p_x_high,p_z_low,p_z_high,p_L,p_L_lo,p_L_hi,F_e,F_e_lo,F_e_hi,runtime_sec,chernoff_union,lezaud_z,diag_ac1_hidden,diag_ac1_target,diag_mean_run_length,diag_mean_run_target,diag_len
100.0,10.0,0.25,10.0,0.11,0.0001,0.3,0.6,2.0,1,1.0,1.0,0.0,0.0,255,21,10,50000,42,0.00010434971827488759,0.0002086885476861866,0.0003477900506325682,0.0006954591433457891,0.0,0.0,7.377486758288227e-05,1.0,0.9999262251324171,1.0,2.7235987186431885,3.349334428931389e-17,0.8372187728981337,0.19890574425752552,0.19999999999999996,2.4966607162919594,2.5,200000
