scenario,mode,batch_tokens,hidden_dim,expansion_dim,rank,basis_size,dtype,trials,avg_ms,std_ms,min_ms,max_ms,ci95_ms
moe_top2,dynamic_ephemeral,1,8192,32768,16,8,float16,3,0.9301181261738142,0.056829577819862254,0.896369107067585,0.9957302361726761,0.0643087212223713
moe_top2,dynamic_ephemeral,1,8192,32768,32,8,float16,3,1.1084353551268578,0.09812661525431406,1.0227605700492859,1.2154888361692429,0.11104071835422033
moe_top2,dynamic_ephemeral,1,8192,32768,64,8,float16,3,1.644531326989333,0.1273971049650536,1.54185239225626,1.7871001735329628,0.1441633955772833
moe_top2,dynamic_ephemeral,8,2048,8192,16,8,float16,3,0.7163261994719505,0.03723015671603836,0.6839176639914513,0.7569916546344757,0.04212988836387434
moe_top2,dynamic_ephemeral,8,2048,8192,32,8,float16,3,0.6880251690745354,0.05400830930716664,0.627332367002964,0.7307887077331543,0.06111615535725969
moe_top2,dynamic_ephemeral,8,2048,8192,64,8,float16,3,0.7974014927943548,0.11621658072893334,0.6944179534912109,0.9234055876731873,0.1315114413695692
moe_top2,dynamic_ephemeral,8,4096,16384,16,8,float16,3,0.9322993457317352,0.04115248477867116,0.8892552927136421,0.9712550789117813,0.04656842040298403
moe_top2,dynamic_ephemeral,8,4096,16384,32,8,float16,3,0.9661634142200152,0.053582339909206585,0.9054591879248619,1.0068748146295547,0.06063412560596528
moe_top2,dynamic_ephemeral,8,4096,16384,64,8,float16,3,1.2076292807857196,0.05141756443779045,1.1482957750558853,1.239144615828991,0.058184451551697165
moe_top2,dynamic_ephemeral,8,8192,32768,16,8,float16,3,0.9224899113178253,0.17412109844826013,0.7616128772497177,1.1073654517531395,0.1970365715989648
moe_top2,dynamic_ephemeral,8,8192,32768,32,8,float16,3,0.9471481665968895,0.054819816914367624,0.897601805627346,1.0060399770736694,0.06203446266277485
moe_top2,dynamic_ephemeral,8,8192,32768,64,8,float16,3,1.421700728436311,0.1220995423397262,1.3369100168347359,1.5616470947861671,0.13816863913003122
moe_top2,dynamic_ephemeral,32,2048,8192,16,8,float16,3,0.6910649438699087,0.07624580556667149,0.6345212459564209,0.777779333293438,0.0862802512822554
moe_top2,dynamic_ephemeral,32,2048,8192,32,8,float16,3,0.6583285828431448,0.024999921633987947,0.6297003477811813,0.6758542731404305,0.028290074510800883
moe_top2,dynamic_ephemeral,32,2048,8192,64,8,float16,3,0.7341014221310616,0.07726002146135008,0.6490275263786316,0.7998963817954063,0.08742794460908121
moe_top2,dynamic_ephemeral,32,4096,16384,16,8,float16,3,0.867036854227384,0.0710605608482991,0.7935848087072372,0.9354362264275551,0.0804125945116813
moe_top2,dynamic_ephemeral,32,4096,16384,32,8,float16,3,0.962524302303791,0.1336897554153327,0.8366838097572327,1.102878898382187,0.15128419990279765
moe_top2,dynamic_ephemeral,32,4096,16384,64,8,float16,3,1.1163828894495964,0.03402813628929621,1.0779540985822678,1.142692007124424,0.03850646114742703
moe_top2,dynamic_ephemeral,32,8192,32768,16,8,float16,3,1.015521337588628,0.3222781064028454,0.7775340229272842,1.382274366915226,0.36469200891178705
moe_top2,dynamic_ephemeral,32,8192,32768,32,8,float16,3,1.1185632397731144,0.34578103652020625,0.7619895040988922,1.4524325728416443,0.39128807805059346
moe_top2,dynamic_ephemeral,32,8192,32768,64,8,float16,3,1.6404358049233754,0.10821873504713729,1.5235906466841698,1.7372211441397667,0.122461026989218
moe_top2,static_ephemeral,1,2048,8192,16,0,float16,3,0.3500189632177353,0.08948320039155451,0.27925558388233185,0.4506053403019905,0.10125977367466592
moe_top2,static_ephemeral,1,2048,8192,32,0,float16,3,0.38035865873098373,0.0863816086749589,0.3210069611668587,0.47945939004421234,0.09774999224218006
