length_km,classical_power_dBm,p_z_base,p_x_base,p_z_eff,p_x_eff,p_eff,p_L,F_e,runtime_sec
100.0,10.0,0.008988708019243785,0.0026966124057731353,0.013483062028865678,0.004044918608659703,0.017527980637525382,0.00102,0.99898,9.734590768814087
